Website ID,Date,Widget ID,Clicks,Impressions,Revenue
1400,2020-04-02,4654,92,-24000000,376999978
1400,2020-04-03,4654,72,-26000000,583699968
1400,2020-04-04,4654,146,-32000000,708564968
1400,2020-04-05,4654,118,-38000000,769209970
1400,2020-04-06,4654,78,-30000000,493869980
1400,2020-04-07,4654,84,-36000000,477359980
1400,2020-04-08,4654,94,-34000000,498744990
1400,2020-04-09,4654,100,-32000000,597479980
1400,2020-04-10,4654,68,-20000000,402999992
1400,2020-04-11,4654,122,-34000000,701999984
1400,2020-04-12,4654,156,-38000000,1008019984
1400,2020-04-13,4654,288,-40000000,1951429970
1400,2020-04-14,4654,136,-34000000,943019972
1400,2020-04-15,4654,118,-36000000,780519974
1400,2020-04-16,4654,178,-34000000,1087449976
1400,2020-04-17,4654,142,-32000000,964989970
1400,2020-04-18,4654,138,-38000000,874639968
1400,2020-04-19,4654,108,-34000000,681589974
1400,2020-04-20,4654,58,-24000000,218399992
1400,2020-04-21,4654,50,-32000000,313039984
1400,2020-04-22,4654,58,-24000000,578239980
1400,2020-04-23,4654,62,-26000000,511939982
1400,2020-04-24,4654,104,-28000000,829139982
1400,2020-04-25,4654,110,-38000000,669109988
1400,2020-04-26,4654,80,-24000000,514799982
1400,2020-04-27,4654,66,-26000000,284829988
1400,2020-04-28,4654,108,-36000000,641809978
1400,2020-04-29,4654,62,-28000000,269619988
1400,2020-04-30,4654,50,-16000000,292499996
1400,2020-05-01,4654,46,-14000000,239524993
1400,2020-05-02,4654,28,-14000000,172899992
1400,2020-05-03,4654,30,-15000000,153464993
1400,2020-05-04,4654,37,-16000000,237639994
1400,2020-05-05,4654,33,-14000000,199744994
1468,2020-01-28,4734,114,15812000000,68180000
1468,2020-01-29,4734,586,88870000000,322657992
1468,2020-01-30,4734,890,100870000000,354227996
1468,2020-01-31,4734,782,65430000000,387491984
1468,2020-02-01,4734,788,60052000000,314229982
1468,2020-02-02,4734,974,102908000000,318919984
1468,2020-02-03,4734,940,103110000000,531369978
1468,2020-02-04,4734,708,50278000000,478505976
1468,2020-02-05,4734,758,42888000000,393007984
1468,2020-02-06,4734,574,40930000000,67031998
1468,2020-02-07,4734,760,39748000000,348669988
1468,2020-02-08,4734,932,64344000000,284241994
1468,2020-02-09,4734,1024,49234000000,300565996
1468,2020-02-10,4734,1132,62772000000,379833994
1468,2020-02-11,4734,938,51964000000,250543994
1468,2020-02-12,4734,850,47822000000,274442000
1468,2020-02-13,4734,864,43444000000,415911990
1468,2020-02-14,4734,698,30732000000,277927998
1468,2020-02-15,4734,946,45098000000,500219996
1468,2020-02-16,4734,746,40976000000,434587998
1468,2020-02-17,4734,834,56916000000,357755994
1468,2020-02-18,4734,942,52716000000,460375992
1468,2020-02-19,4734,1248,82252000000,735671990
1468,2020-02-20,4734,930,52560000000,470007994
1468,2020-02-21,4734,802,41238000000,464631988
1468,2020-02-22,4734,1036,74238000000,371167990
1468,2020-02-23,4734,894,60634000000,444135992
1468,2020-02-24,4734,1112,58304000000,397151994
1468,2020-02-25,4734,1118,52590000000,398551996
1468,2020-02-26,4734,1064,45334000000,377837594
1468,2020-02-27,4734,846,49338000000,299448790
1468,2020-02-28,4734,956,49548000000,313935996
1468,2020-02-29,4734,1316,107484000000,494255992
1468,2020-03-01,4734,1370,94528000000,497447990
1468,2020-03-02,4734,846,55548000000,668471984
1468,2020-03-03,4734,826,53352000000,302623986
1468,2020-03-04,4734,630,58412000000,466143992
1468,2020-03-05,4734,838,52920000000,292879990
1468,2020-03-06,4734,708,51856000000,303071994
1468,2020-03-07,4734,926,68116000000,270983996
1468,2020-03-08,4734,1590,157728000000,719375982
1468,2020-03-09,4734,1028,77738000000,473703988
1468,2020-03-10,4734,1040,82572000000,539783990
1468,2020-03-11,4734,1276,81992000000,516599988
1468,2020-03-12,4734,1020,75170000000,544767986
1468,2020-03-13,4734,1316,87316000000,630783988
1468,2020-03-14,4734,1378,94338000000,619191986
1468,2020-03-15,4734,1818,112610000000,707391990
1468,2020-03-16,4734,2136,129868000000,985823996
1468,2020-03-17,4734,2176,122780000000,738863998
1468,2020-03-18,4734,2270,136370000000,1005479988
1468,2020-03-19,4734,2008,123684000000,637055994
1468,2020-03-20,4734,1434,105374000000,614151982
1468,2020-03-21,4734,1368,117890000000,621039986
1468,2020-03-22,4734,1340,124356000000,519623992
1468,2020-03-23,4734,1376,139282000000,580999986
1468,2020-03-24,4734,2426,183838000000,1530759994
1468,2020-03-25,4734,1784,116018000000,621431984
1468,2020-03-26,4734,1774,116522000000,623223986
1468,2020-03-27,4734,1868,130266000000,576967982
1468,2020-03-28,4734,1640,105934000000,386791990
1468,2020-03-29,4734,1230,92028000000,487871992
1468,2020-03-30,4734,2180,150664000000,497559992
1468,2020-03-31,4734,1316,97342000000,633023984
1468,2020-04-01,4734,1356,87066000000,718367990
1468,2020-04-02,4734,1228,85706000000,322783984
1468,2020-04-03,4734,1132,72614000000,281063990
1468,2020-04-04,4734,1424,94286000000,289687988
1468,2020-04-05,4734,1926,120070000000,443743992
1468,2020-04-06,4734,1390,103246000000,561231994
1468,2020-04-07,4734,1138,118586000000,524159988
1468,2020-04-08,4734,1374,94504000000,665699986
1468,2020-04-09,4734,1134,97804000000,455139994
1468,2020-04-10,4734,968,74458000000,552215984
1468,2020-04-11,4734,1040,93196000000,469447992
1468,2020-04-12,4734,1262,112810000000,452759986
1468,2020-04-13,4734,1310,114860000000,312311988
1468,2020-04-14,4734,1302,118144000000,442287992
1468,2020-04-15,4734,1376,104746000000,330091996
1468,2020-04-16,4734,1138,92460000000,435679990
1468,2020-04-17,4734,508,77696000000,392335996
